video_id,timestamp,n_comments,pct_negative,pct_positive,pct_neutral,avg_compound
n9pbzuUpbGg,2025-10-19T15:27:09.315302,332,22.590361445783135,43.674698795180724,33.734939759036145,0.12665542168674698
